,id,image_link,group_id,entity_name,entity_value,numeric_value,unit,ocr_text
234,133104,https://m.media-amazon.com/images/I/51Lew4SEvYL.jpg,558806,height,4.02 inch,4.02,inch,6.54in 4.02inl K Int
236,133173,https://m.media-amazon.com/images/I/51qOKTUsIfL.jpg,969033,height,12.0 centimetre,12.0,centimetre,8Ocm 12cm 7cm 6Ocm RAKOU + 13cm 25cm
238,133212,https://m.media-amazon.com/images/I/51MoFutjKjL.jpg,442321,height,31.13 inch,31.13,inch,"31.13"" 26"" 60"
240,133237,https://m.media-amazon.com/images/I/51yPH6fZZRL.jpg,752266,height,10.0 inch,10.0,inch,"LED 3 LED Jahre Gatanie Ceiling Spot Lights LIFESPAN: 30,000 Hour incl: 6X max S4W GU1o zo 6 x LED GU1O 220-240V AC 50/60 Hz"
242,133303,https://m.media-amazon.com/images/I/516m0I+YamL.jpg,861555,height,14.7 centimetre,14.7,centimetre,5 13. 5cm 13_ 5cm
244,133341,https://m.media-amazon.com/images/I/616z-+eaF-L.jpg,978900,height,8.0 centimetre,8.0,centimetre,"12. 5cm/4, 74in 8 1"
246,133400,https://m.media-amazon.com/images/I/617DhgkVkWL.jpg,599772,height,32.3 inch,32.3,inch,"12"" 32.3' 7.9"""
248,133451,https://m.media-amazon.com/images/I/51ad7hdAa1L.jpg,826444,height,93.0 millimetre,93.0,millimetre,75mm 93mm 62mm PRODUCT PARAMETERS PRODUCT NAME: Vehicle ashtray PRODUCT COLOR: Red / Blue Black PRODUCT MODEL: dy-001 MAIN MATERIAL: environmental protection ABS high flame retardant ADVANTAGES: one click cover opening / LED atmosphere lamp / detachable cleaning _ aluminum cigarette holder with large and small smoke outlet / crystal shell / environment-friendly high flame retardant inner liner alloy
250,133475,https://m.media-amazon.com/images/I/51cjg7ZFLKL.jpg,178778,height,12.0 centimetre,12.0,centimetre,2 2 16.5CM
252,133502,https://m.media-amazon.com/images/I/51SU8Gbr4WL.jpg,931856,height,30.0 centimetre,30.0,centimetre,"Mule cl Manufaciurer Company Name Nanjingqlanniunuagongy pIrVou Addres $ Jiangbelwinqupuzhubellu IA5ha0 Naniings oo CN Importer Lompani Name Shenzhenmenyoushlgulenyourlango Address Longhuarinqu renminbellu3 haoyin uandashae; aiou 607shl Shenzhen 518/31,CN Contaci Person Yawel Bac Emaill mjysyeseu?o18@128 com MADE IN CHINA MEAS.5IX3OX3OCM"
254,133530,https://m.media-amazon.com/images/I/41r8rB9bwLL.jpg,916768,height,5.0 inch,5.0,inch,Z7in 6.Sin 6in Sin 4.5in 4.Sin 4.Sin 4.5in
256,133569,https://m.media-amazon.com/images/I/41PQVyqKS6L.jpg,752266,height,26.0 centimetre,26.0,centimetre,I4cm 6Ocm 12cm 9cm; 26cm 14cm I7cm
258,133606,https://m.media-amazon.com/images/I/51drOAZOd2L.jpg,304120,height,50.0 millimetre,50.0,millimetre,sOmm 11Omm
260,133625,https://m.media-amazon.com/images/I/51586tVEd5L.jpg,558806,height,7.5 centimetre,7.5,centimetre,78 7.Scm 14.5cm Scm 70 70 7 70 78
262,133683,https://m.media-amazon.com/images/I/61E6MRBwTIL.jpg,204245,height,165.0 centimetre,165.0,centimetre,40 cm 165 cm 40 cm 88 cm
264,133700,https://m.media-amazon.com/images/I/51rRY0veODL.jpg,115666,height,35.0 inch,35.0,inch,"8 8 58 9 132,5 cm(52.2"" cm(22.8"""
266,133715,https://m.media-amazon.com/images/I/51ZuEhmjSkL.jpg,966823,height,10.6 inch,10.6,inch,SIZE 8 1.linch 3 7.5 inch 13.8 inch
268,133724,https://m.media-amazon.com/images/I/51KfIqbkNpL.jpg,945489,height,120.0 millimetre,120.0,millimetre,5OML 5OML 50ML 1 8 [ 1 34mml1.33in 32mm/1.25in 22mm/o.86in
270,133814,https://m.media-amazon.com/images/I/610sEnxv3vL.jpg,140266,height,63.78 inch,63.78,inch,6.3in 78.7in Light Head USB Cord 63.78in 5VZA 5*11.8in Adapter detachable pipes Anti-skid 4.72in Silicone ring ground spike
272,133838,https://m.media-amazon.com/images/I/41YYj0wQnKL.jpg,861555,height,6.85 inch,6.85,inch,6.85inch 2.75inch
274,133851,https://m.media-amazon.com/images/I/51KhFBc8zcL.jpg,966983,height,13.0 centimetre,13.0,centimetre,"on the 80 INTEX (317*23865 13cm *5"") Baps "" C= 79cm"
276,133857,https://m.media-amazon.com/images/I/51cae+Eef5L.jpg,801829,height,33.75 inch,33.75,inch,"33 3/4"" 21 25 1/4"" 23 19"" 1/4"" 1/2"" 33"" 30"""
278,133869,https://m.media-amazon.com/images/I/51NDmvyncjL.jpg,478357,height,29.5 inch,29.5,inch,"80 cm(31.5"" 3 I"
280,133894,https://m.media-amazon.com/images/I/51uvjgzEZrL.jpg,558806,height,2.5 inch,2.5,inch,1OOPCS 1.4inch (3.5cm) 2.5inch (6.5cm)
282,133976,https://m.media-amazon.com/images/I/61+c++NmNuL.jpg,175315,height,110.0 centimetre,110.0,centimetre,Groke 110 cm Durchmesser Farbe Petrol Material Polyester Fillmaterial Polystyrol
284,134011,https://m.media-amazon.com/images/I/51qIv7bzQ5L.jpg,567118,height,4.4 inch,4.4,inch,"114mm (4.4"") 35mm (1.4"") 8 Ch ' 9 8 allumo CH ED SYNC s0% ""Crf HiTORY 8 282 c 621 CLEAR ! 2 g 1 8"
286,134045,https://m.media-amazon.com/images/I/610vtNh1Q-L.jpg,727634,height,11.1 centimetre,11.1,centimetre,PRODUCT SIZE 1 2.6cm/ 1.02inch 9.9cm/3.9inch
288,134104,https://m.media-amazon.com/images/I/51g2agL+YkL.jpg,618163,height,62.0 centimetre,62.0,centimetre,conor 1 ccocc 9ocm 47.2cm 16cm 2.8cm
290,134132,https://m.media-amazon.com/images/I/51HyO8VjDGL.jpg,740671,height,590.0 millimetre,590.0,millimetre,{ 1 length- 590mm 1
292,134173,https://m.media-amazon.com/images/I/618zU-N1ICL.jpg,978900,height,0.95 inch,0.95,inch,PRODUCT DIMENSIONS 0.95in 230*C 425* 15in 1 12.8in
294,134245,https://m.media-amazon.com/images/I/51wrnd+nvEL.jpg,311997,height,9.5 centimetre,9.5,centimetre,"9,5 cm 3.74 inch 12 cm 27 cm 4.72 inch 10.63 inch"
296,134256,https://m.media-amazon.com/images/I/41tFNfCWSwL.jpg,470067,height,20.0 centimetre,20.0,centimetre,8.3cm 19.Scm 20cm 6.3cm
298,134293,https://m.media-amazon.com/images/I/51nSIxy7diL.jpg,178958,height,183.0 centimetre,183.0,centimetre,"72"" 183cm 21.5"" 19. 13.561 54.5cm 28.3"" 13.4"" 72cm 34cm"
300,134326,https://m.media-amazon.com/images/I/41PX+e17daL.jpg,524117,height,11.0 centimetre,11.0,centimetre,"1 2 34 cm (13 44 cm V"") (17 %"")"
302,134377,https://m.media-amazon.com/images/I/61DcQS72h1L.jpg,442321,height,140.0 centimetre,140.0,centimetre,Product specification 20cm 5 3 1 5 Please allow a tolerance of 0.5-Icm for the measured size 25cm 45cm 100cm 45cm
304,134399,https://m.media-amazon.com/images/I/61BXCE5Z4uL.jpg,237000,height,58.0 centimetre,58.0,centimetre,42-55cm SIZE:S 8 3 45-58cm 1 42-55cm SIZE:M 4 1 SIZE:L 28 38-55cm 38-55cm -58cm 45-60cm 42-55cm -55cm
306,134419,https://m.media-amazon.com/images/I/510FIz9VZqL.jpg,849273,height,18.5 centimetre,18.5,centimetre,4.5cm/1.77inch 6 { 0R 2507 1 Kyjilu 4t50 s
308,134457,https://m.media-amazon.com/images/I/511+t80GQ0L.jpg,488883,height,36.0 centimetre,36.0,centimetre,5 4.17in 10cm 33cm 62cm 12.99in 24.40in
310,134502,https://m.media-amazon.com/images/I/51RFhXpJoBL.jpg,658003,height,4.5 centimetre,4.5,centimetre,0 J 26cm/10.23inch I
312,134526,https://m.media-amazon.com/images/I/518xC6xcy+L.jpg,516127,height,7.79 inch,7.79,inch,Product Size weight:0.3 Ib 7.79in 5.9in 5.23in
314,134646,https://m.media-amazon.com/images/I/517FpTY5z2L.jpg,592333,height,20.0 millimetre,20.0,millimetre,8 0 2 20MM / 0.79 IN
316,134733,https://m.media-amazon.com/images/I/5146xTX43dL.jpg,849273,height,6.0 inch,6.0,inch,"per bag (0.651b WEIGHT 6 (15cm) 20""(50cm) 20""(S0cm)"
318,134779,https://m.media-amazon.com/images/I/5175c7+R4EL.jpg,237000,height,27.0 inch,27.0,inch,"PRODUCT SIZE Length Width Height Small: 13-18"" 13-18"" 15-18"" Medium: 27-32"" 27-32"" 15-18"" { Length Width"
320,134876,https://m.media-amazon.com/images/I/51dBg3F8R6L.jpg,442321,height,28.0 inch,28.0,inch,"Height Adjustment 3 50.8"" 33.4"" 4 2 4 154lbs max: min."
322,134885,https://m.media-amazon.com/images/I/51TqlR9c6EL.jpg,558806,height,3.9 inch,3.9,inch,5.9 in 15 cm 3.9 in / 10 cm %o2
324,134894,https://m.media-amazon.com/images/I/613sr9LAnkL.jpg,894418,height,10.5 centimetre,10.5,centimetre,Product Parameter 8 { 6.2cm (2.4in) 6 10.5cm(4.1in) [ 6.2cm (2.4in) Product Size: approx: 10.5 x 10.5 x 6.2 cm Rated Power: 250W Item Weight: 700g Heating Time: 1-2 min Voltage: 220V/60Hz Power Cord Length: 1.5 m
326,134977,https://m.media-amazon.com/images/I/51t01aCJQmL.jpg,401212,height,91.0 centimetre,91.0,centimetre,9lcm 15.5cm 42cm 19cm
328,135007,https://m.media-amazon.com/images/I/51yufbd2FCL.jpg,752266,height,100.0 centimetre,100.0,centimetre,50 cm 8 3 8 g 22 cm
330,135017,https://m.media-amazon.com/images/I/61EczOj2xGL.jpg,745326,height,14.5 centimetre,14.5,centimetre,5.7in/14.5cm 1 4.3in/1- cm 4.3in/1- Icm
332,135076,https://m.media-amazon.com/images/I/51vSwa9QMfL.jpg,148807,height,60.0 inch,60.0,inch,92 inch 1 8 80 inch inch 100
334,135116,https://m.media-amazon.com/images/I/61+GgiU-zlL.jpg,846116,height,5.0 centimetre,5.0,centimetre,4.6cm/1.81in 3.3cml1.3in 1 3 1 Line length: 3m 4cm/1 . .57in
336,135169,https://m.media-amazon.com/images/I/51BVjGl+BeL.jpg,558806,height,7.87 inch,7.87,inch,6.70in Ip 8 RRMHD|
338,135196,https://m.media-amazon.com/images/I/614vkl0-V1L.jpg,507848,height,21.06 inch,21.06,inch,"Dimension: Blade Length:21 1/16"" Blade Width:2 1/2"" Thickness:0.138"" Center Hole: 5/8"" For Deck Size:2linches Pack:2PCS Blades"
340,135217,https://m.media-amazon.com/images/I/51zC3Ye4O1L.jpg,843434,height,25.5 centimetre,25.5,centimetre,"8 7cm/2.8"" Note: The water level in the turtle box cannot exceed 7 cm/2.8"" 15cm/6"" 48cm/19"" 1 25.5cm/10"""
342,135232,https://m.media-amazon.com/images/I/612mTe183EL.jpg,149708,height,52.0 inch,52.0,inch,"dimensions Measures 12""Lx 13""W x 52""H, perfect fit to any outdoor setting 12"" length  52"" height"
344,135293,https://m.media-amazon.com/images/I/51JkU8Ji3CL.jpg,115666,height,55.0 centimetre,55.0,centimetre,5 3 0i 3 66 cm 110 cm
346,135302,https://m.media-amazon.com/images/I/51PVeg4X9jL.jpg,810266,height,13.0 centimetre,13.0,centimetre,Capacity: 490ML 9cm 6.Scm 3 3' 10.5cm
348,135389,https://m.media-amazon.com/images/I/51peRcFRouL.jpg,777313,height,183.0 centimetre,183.0,centimetre,"86.Scm 37cm - 50cm 183cm 88cm ,"
350,135476,https://m.media-amazon.com/images/I/612phY7O3mL.jpg,237000,height,71.0 inch,71.0,inch,"SIZE SELECTION Size Couch Cover Size Couch Size seats 102"" 71"" 56"" 68"" chaise Large 102"" 33"" 2 seater 35"" 71"" 102"" 78"" 71 56"" chaise X-Large 118"" 33"" _ 3 seater 7 1 35"" 71"" Suibable for A&B"
352,135494,https://m.media-amazon.com/images/I/61CjJiW2vlL.jpg,416664,height,63.0 inch,63.0,inch,"The Sky 10""' LED Torchiere Floor Lamp 3-way Dimmer Simple touch Adjustable Head 8 Long Lasting Powerful LED Rated to Light up to 20 Years 3 Year 10"" Manufacturer Warranty"
354,135518,https://m.media-amazon.com/images/I/4183MWjkMkL.jpg,430434,height,92.5 millimetre,92.5,millimetre,92.Smm 27mm 62mm
356,135574,https://m.media-amazon.com/images/I/612JIPTsPZL.jpg,849273,height,10.0 inch,10.0,inch,"Height= 10"" (25.4cm) Length= 13"" (33cm) Width= 5"" (12.7cm) Height Joc6] Width Length"
358,135618,https://m.media-amazon.com/images/I/51hFSnNzvYS.jpg,952470,height,23.6 centimetre,23.6,centimetre,Product Size: Approx. 30x28x23.6cm / 11.8x11.0x9.3in E
360,135641,https://m.media-amazon.com/images/I/51-6st9polL.jpg,470067,height,185.0 millimetre,185.0,millimetre,Easy Installation Only basic tools are needed to install 110mm 1 1 Pre-drilled hole size requirement: Max deck thickness without deck plate: 1.26inch/32mm(min)-1.5Tinch/4Omm(max) Sinch/3 8mm(max) 100mm 60mm 160mm 65mm
362,135668,https://m.media-amazon.com/images/I/61F5yJ3uvDL.jpg,558806,height,10.0 centimetre,10.0,centimetre,4cm 1 4cm 2 15cm/5.9inch 1PCS 3 1 [ 1 3 0 1 7 2PCS ! 1PCS IPCS 1PCS IPCS d3
364,135685,https://m.media-amazon.com/images/I/41ehTdr-3tL.jpg,978900,height,7.5 centimetre,7.5,centimetre,19cm/7.48in 7.5cm 12.95in
366,135708,https://m.media-amazon.com/images/I/612sJAfB7zL.jpg,752266,height,8.0 centimetre,8.0,centimetre,"Product parameters 8cm/3.14in Highlight light Hardware lamp body color control Brightness adjustment 105cm/41.: ,.62in 6Ocm/23 . 3in"
368,135734,https://m.media-amazon.com/images/I/6104xCmo+0L.jpg,183388,height,18.5 centimetre,18.5,centimetre,Size 2Ocm/7 9inch Hold up to 30lbs 8 1 1.Scm/0.6inch 18cm/7inch
370,135747,https://m.media-amazon.com/images/I/519lLiX+c9L.jpg,141308,height,4.9 inch,4.9,inch,"4,9in 9.3in 23,6in"
372,135794,https://m.media-amazon.com/images/I/518ots4kOeL.jpg,866516,height,2.1 centimetre,2.1,centimetre,1.8cm 2.lcm
374,135825,https://m.media-amazon.com/images/I/618xTAnQOTL.jpg,860841,height,17.0 centimetre,17.0,centimetre,17cm 12cm H Wxan ' #9%7 @Tv 4aceuns Wu 0 €0 1.8ME;j-F 3 Cran
376,135840,https://m.media-amazon.com/images/I/51XYilfV2eL.jpg,886344,height,18.03 inch,18.03,inch,"79.49"" 28.15"" 25.71 18.03"" 4.48"" 10"""
378,135857,https://m.media-amazon.com/images/I/6133CWgpRrL.jpg,567118,height,15.0 centimetre,15.0,centimetre,9 cm 15 cm
380,135871,https://m.media-amazon.com/images/I/614OKtLphjL.jpg,866516,height,18.0 centimetre,18.0,centimetre,1 6.9in/17.5cm
382,135925,https://m.media-amazon.com/images/I/51kNzC08i0L.jpg,752266,height,51.0 centimetre,51.0,centimetre,Detailed Parameters Frodluct Lamp wicth 12cm 8 { 2 3 Lamp length 1 8cm X Rate Of Work LED X Waterproof Grade IP6S X MATERIAL | STAINLESS STEEL+ACRYLIC X VOLTAGE 3.7V X APPLICABLE SPACE | 5-10m?
384,135950,https://m.media-amazon.com/images/I/61CIKWmkNSL.jpg,311997,height,1.5 inch,1.5,inch,"221b 1.5' 7.9"" 315"""
386,135979,https://m.media-amazon.com/images/I/5162lGH5WfL.jpg,241608,height,30.0 centimetre,30.0,centimetre,Colore Nero Materiale Metallo Taglia 3Ocm|11.8inches Stile Classico
388,136047,https://m.media-amazon.com/images/I/51QmAAf33BS.jpg,430434,height,109.0 millimetre,109.0,millimetre,22mm 3 109mm
390,136087,https://m.media-amazon.com/images/I/615aj0QBcKL.jpg,237000,height,46.0 inch,46.0,inch,MEASURING GUIDE 19.5 - 23.5 inch 13 17 inch 18 - 22 inch 6 - 10 inch 4 - 6 inch 23.5 - 27.5 inch 19.5 23.5 inch Tips: Please take measure your chair size before ordering: SUITABLE CHAIR
392,136105,https://m.media-amazon.com/images/I/51SF8HYt2RL.jpg,801829,height,99.5 centimetre,99.5,centimetre,28cm 8 3 35cm 3 40cm 41.5cm 5 3 5 38cm
394,136146,https://m.media-amazon.com/images/I/51-4o7Asv1L.jpg,978900,height,6.2 centimetre,6.2,centimetre,25.2 cm 13 cm 6.2cm
396,136159,https://m.media-amazon.com/images/I/51LWeYsiIwL.jpg,267182,height,56.0 centimetre,56.0,centimetre,56cm 46: Smdd Scm 40.Scm
398,136177,https://m.media-amazon.com/images/I/51bTlY3W+gS.jpg,594224,height,19.7 centimetre,19.7,centimetre,23.8cml9.37in 10cm/3.9in 1 1 29in 18.5cml7 .
400,136210,https://m.media-amazon.com/images/I/41bSc9fBhIL.jpg,347404,height,31.0 centimetre,31.0,centimetre,"6 5 37 23,5 31 cm cm cm"
402,136267,https://m.media-amazon.com/images/I/611ij4JMG9L.jpg,416664,height,187.0 millimetre,187.0,millimetre,8 3 8 187.Omm / 7.4in 30.Omm 1 1.2in
404,136286,https://m.media-amazon.com/images/I/51ZAja1dnBL.jpg,174276,height,1.7 inch,1.7,inch,4. 5CM (1 . 7IN)
406,136330,https://m.media-amazon.com/images/I/519mgni+ejL.jpg,752266,height,5.0 centimetre,5.0,centimetre,Slim and Compact; Ideal for Lower Ceiling 28cm / 11in 3 5 Lepro ULoougOwU 7a0o C€ 8 IP54 G
408,136349,https://m.media-amazon.com/images/I/51gwWGfHqwL.jpg,860821,height,210.0 millimetre,210.0,millimetre,"Specification 1oomim Item name:handheld fan Output Power:3-7v Input Voltage:DC SV Input Current:1.OA Battery: 18650-3.7V 21Omm Unit size:106*210*45mm Unit Weight:123g Accessories: Holder,cable, box Asmm gift"
410,136381,https://m.media-amazon.com/images/I/51W-gKYPwiL.jpg,895485,height,98.0 millimetre,98.0,millimetre,Ac DC ADAPTER Eae 6 27sph Crerca 12 VCLT 12 AMMP?El? Uzunluk : 151 mm Genislik 98 mm Yikseklik 95 mm Agirlik: 3.358 Kg 5
412,136433,https://m.media-amazon.com/images/I/51hLkAX-fnL.jpg,558806,height,18.0 centimetre,18.0,centimetre,18cm 21cm
414,136475,https://m.media-amazon.com/images/I/51U7lRmHLoL.jpg,416664,height,23.0 centimetre,23.0,centimetre,Ultra-thin aluaminum 1 1 1 } 23cm(9inch) 0.95cm (0.4inch) Iphone13
416,136502,https://m.media-amazon.com/images/I/41PjeHD3OhL.jpg,142748,height,200.0 centimetre,200.0,centimetre,Taille 200 x 200 cm Couleur Naturel/Ecru Materiau Aluminium Motif Uni
418,136518,https://m.media-amazon.com/images/I/618qIb12X2L.jpg,579652,height,47.0 centimetre,47.0,centimetre,"Weight : 0.6kg 1 1 1 1 12.5cm/4.9"" Sucm/19.6"""
420,136553,https://m.media-amazon.com/images/I/51Lx2k7YGCL.jpg,312608,height,41.4 inch,41.4,inch,"160 cm (63"") 8 0 1 { 6 5 62 cm(24.4"") 5 3 0 17/5 cm (6.9"") 17 N 18,5 . cm (6.7"") cm (7.3"")"
422,136585,https://m.media-amazon.com/images/I/51pyRErgLwL.jpg,970563,height,710.0 millimetre,710.0,millimetre,! 8 I
424,136632,https://m.media-amazon.com/images/I/61AiPTz7ubL.jpg,986984,height,90.0 millimetre,90.0,millimetre,"60mm Name: Cute Cat Humidifier Material:ABS+PP Power: 2W Product Size 150mm*7Omm 9Omm Color: Golden; Pink , Silver Voltage: DC SV Capacity:180ML Z0mm"
426,136696,https://m.media-amazon.com/images/I/51n2GBfnusL.jpg,823083,height,15.0 centimetre,15.0,centimetre,15cm 5.91in
428,136701,https://m.media-amazon.com/images/I/51fwstycAxL.jpg,975812,height,177.0 centimetre,177.0,centimetre,177 cm
430,136709,https://m.media-amazon.com/images/I/619c3nhm2hL.jpg,970563,height,8.0 centimetre,8.0,centimetre,Product Size 4.7cm/1 .85in 2cm/0. 78in 3 { 5 g 7cm/2.75in f 3 7cm/2.75in
432,136759,https://m.media-amazon.com/images/I/618nnEqWcvL.jpg,866516,height,4.45 inch,4.45,inch,6 : 3.74 inch
434,136778,https://m.media-amazon.com/images/I/616yaz4rxfL.jpg,801829,height,78.0 centimetre,78.0,centimetre,"72"" 66"" 60"" 6 Ft 54"" 72 Inches 48"" 42"" 36"" 57 30"" 24"" 18"" 4 12"" 9 6 9 46 Cms 6"" Cms"
436,136857,https://m.media-amazon.com/images/I/6195m4HQwaL.jpg,589105,height,18.0 inch,18.0,inch,"ONE SET FOR ALL YOUR NEEDS L (18 x 21 inch) Blouses, Sweaters, Pants, Dresses, Shirts, Thermals etc eNL M (13 x 18 inch) T-shirts, Shirts, Underwear; Sportswear; Lingerie, light dresses etc. 10 U S (10 x 13 inch) Scarf; Socks, Masks, Tie, Bra,Panties etc."
438,136869,https://m.media-amazon.com/images/I/51+jLuvMKjL.jpg,752266,height,40.0 millimetre,40.0,millimetre,70mm 4Omm 85mm
440,137000,https://m.media-amazon.com/images/I/51jhzH+-b2L.jpg,387046,height,11.81 inch,11.81,inch,"Ee 81 4OCM - 30CM 11.8 15.75"""
442,137048,https://m.media-amazon.com/images/I/61BSw7dBPuL.jpg,120219,height,4.5 inch,4.5,inch,4608 rotating base 66 4.5 66 10
444,137078,https://m.media-amazon.com/images/I/51iHe6yKZUL.jpg,728511,height,42.0 centimetre,42.0,centimetre,surprISed 42 cm OctobER 15 cm Calendar Details: Month to View Slim Wall Calendar Official Product
446,137111,https://m.media-amazon.com/images/I/51cr9kjpWUL.jpg,142748,height,50.0 centimetre,50.0,centimetre,Umbrella diameter: 457cm_ 3 Umbrella diameter: 457cm 5 1 5ocm 5 8
448,137143,https://m.media-amazon.com/images/I/51BpNlrGioL.jpg,178778,height,7.9 inch,7.9,inch,THE SIZE 7.9in LIFE IS 4 JOURNEY Th[ SIMPLER THE HAPPIER 5.9in 9.8in THE CAPACITY [icr BUND 34 4
450,137226,https://m.media-amazon.com/images/I/61+f8X5IdfL.jpg,658003,height,61.0 millimetre,61.0,millimetre,E 6 2 mm )Esselte 350 254 mm
452,137243,https://m.media-amazon.com/images/I/51G8kKd7wlL.jpg,810266,height,6.8 centimetre,6.8,centimetre,"1{2i7.8cm Uv 116.8cm 1ig200ml Nery Oilar"""
454,137251,https://m.media-amazon.com/images/I/61APyVe9Z+L.jpg,202651,height,2.0 inch,2.0,inch,"2"" 2w FITS 2 INCH RECIVERS 1"
456,137264,https://m.media-amazon.com/images/I/41z7Edokq+L.jpg,311997,height,20.0 centimetre,20.0,centimetre,40 cm 20 cm 12 cm 30 cm 10 cm 40 cm
458,137356,https://m.media-amazon.com/images/I/61A7FkL0leL.jpg,446789,height,94.0 centimetre,94.0,centimetre,Postion haute 106 cm 104 cm 35 cm Position basse 106 cm 94 cm 25 cm 212 cm 94 cm
460,137388,https://m.media-amazon.com/images/I/614mYNLmh+L.jpg,758128,height,8.9 foot,8.9,foot,13FT EDGE TO EDGE 9.7FT EDGE TO EDGE 1 3 8 8 8 3 8.3FT LEG TO LEG 1 11.6FT INSIDE LEG TO LEG INSIDE
462,137444,https://m.media-amazon.com/images/I/61DsJHh6dZL.jpg,304120,height,6.8 inch,6.8,inch,17.3cm 5.3cm (6.8in) (2.lin) 22.5cm(8.9in_ 7
464,137460,https://m.media-amazon.com/images/I/51yDdCyyLyL.jpg,630877,height,18.0 centimetre,18.0,centimetre,18cm/7.O8inch Ienn REV latn DISP REV PROG RUn FUNC STOp- RESET 12. 4 Fwd Daa INVERTER 4 Safety PRECAUTiONS L92inch Scm/4. 12.5cm/e 92inch
466,137565,https://m.media-amazon.com/images/I/51Tll3S04CL.jpg,295706,height,90.0 millimetre,90.0,millimetre,"For reference only,precise dimension please in kind prevail Jni- :mm Dimension Tolerance Range: lmm 62.50 4k83 56.50 140.00 74.00 98.00 29.00 66.0 103.0 88 183 8 8 3 90.00 79.00 98.00 BODY  COVER 160x11Ox9Omm(LxWxH)"
468,137604,https://m.media-amazon.com/images/I/51+wsIl-zUL.jpg,492950,height,5.5 centimetre,5.5,centimetre,XXL XL 15.5 CM 12.0 CM S 5.5 CM L 9.5 GM M 1.5 CM
470,137676,https://m.media-amazon.com/images/I/41l2uS6LfpL.jpg,231838,height,21.5 centimetre,21.5,centimetre,E 6.3cm 7cm
472,137724,https://m.media-amazon.com/images/I/51uBrbCio3L.jpg,478357,height,75.8 centimetre,75.8,centimetre,"110 cm 40 cm 75,8 cm"
474,137743,https://m.media-amazon.com/images/I/51r+xpPq2uS.jpg,866516,height,4.3 inch,4.3,inch,Icm 4.3Inch 7cm 2.75Inch S7Inch 4em/1_
476,137772,https://m.media-amazon.com/images/I/51cx+lSJyXL.jpg,292475,height,1.6 inch,1.6,inch,"1.6"" W.145gm VOL.1OOml 3.4"""
478,137801,https://m.media-amazon.com/images/I/615Vq5C2iTL.jpg,237000,height,55.0 centimetre,55.0,centimetre,Plush Sofa Bed Cover 180-210cm/70.86-82.67in 55-65cm/ 21.65-25.59in 55-65cm/ 21.65-25.59in 20-30cm/ 7.87-11.81in
480,137826,https://m.media-amazon.com/images/I/611-CLC62WL.jpg,763141,height,90.0 centimetre,90.0,centimetre,25 90 cm KLARSTEIN 27 cm 41 cm
482,137918,https://m.media-amazon.com/images/I/51K91--OIuL.jpg,801829,height,90.0 centimetre,90.0,centimetre,47CM 90CM 45CM SOCM 55CM
484,137955,https://m.media-amazon.com/images/I/51cdzzCuF4S.jpg,648011,height,41.0 centimetre,41.0,centimetre,"0| 0 A : 38,42 Cm B : 41 Cm C:41,66 Cm"
486,138001,https://m.media-amazon.com/images/I/614p77WWFWL.jpg,810266,height,15.7 centimetre,15.7,centimetre,BPA FREI Kristallklare Klarheit Recyclebar Glatter Abgerundeter Rand Zcm 5.Scm 6cm E 6 5 5 0.8cm 7.Scm
488,138030,https://m.media-amazon.com/images/I/410I82l-NDL.jpg,436746,height,12.2 centimetre,12.2,centimetre,0 428.Scml
